isolate	scheme	ST	adk	fumC	gyrB	icd	mdh	purA	recA
GCF_017570645.1_ASM1757064v1	ecoli_achtman_4	162	adk(9)	fumC(65)	gyrB(5)	icd(1)	mdh(9)	purA(13)	recA(6)
GCF_017570685.1_ASM1757068v1	ecoli_achtman_4	533	adk(6)	fumC(4)	gyrB(5)	icd(18)	mdh(11)	purA(8)	recA(14)
GCF_017579865.1_ASM1757986v1	ecoli_achtman_4	744	adk(10)	fumC(11)	gyrB(135)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_017603565.1_ASM1760356v1	ecoli_achtman_4	38	adk(4)	fumC(26)	gyrB(2)	icd(25)	mdh(5)	purA(5)	recA(19)
GCF_017604265.1_ASM1760426v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_017638965.1_ASM1763896v1	ecoli_achtman_4	11633	adk(6)	fumC(6)	gyrB(32)	icd(18)	mdh(11)	purA(7)	recA(14)
GCF_017638985.1_ASM1763898v1	ecoli_achtman_4	354	adk(85)	fumC(88)	gyrB(78)	icd(29)	mdh(59)	purA(58)	recA(62)
GCF_017639005.1_ASM1763900v1	ecoli_achtman_4	457	adk(101)	fumC(88)	gyrB(97)	icd(108)	mdh(26)	purA(79)	recA(2)
GCF_017639025.1_ASM1763902v1	ecoli_achtman_4	11280	adk(1189)	fumC(11)	gyrB(5)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_017639045.1_ASM1763904v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_017639105.1_ASM1763910v1	ecoli_achtman_4	215	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(18)	recA(2)
GCF_017639125.1_ASM1763912v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_017639145.1_ASM1763914v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_017639165.1_ASM1763916v1	ecoli_achtman_4	215	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(18)	recA(2)
GCF_017639185.1_ASM1763918v1	ecoli_achtman_4	1266	adk(168)	fumC(184)	gyrB(53)	icd(140)	mdh(24)	purA(85)	recA(42)
GCF_017654165.1_ASM1765416v1	ecoli_achtman_4	155	adk(6)	fumC(4)	gyrB(14)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_017743075.1_ASM1774307v1	ecoli_achtman_4	448	adk(6)	fumC(6)	gyrB(5)	icd(16)	mdh(11)	purA(8)	recA(7)
GCF_017815815.1_ASM1781581v1	ecoli_achtman_4	1262	adk(177)	fumC(24)	gyrB(9)	icd(13)	mdh(17)	purA(11)	recA(25)
GCF_017868515.1_ASM1786851v1	ecoli_achtman_4	6856	adk(6)	fumC(11)	gyrB(4)	icd(732)	mdh(8)	purA(8)	recA(2)
GCF_017900955.1_ASM1790095v1	ecoli_achtman_4	998	adk(13)	fumC(52)	gyrB(156)	icd(14)	mdh(17)	purA(25)	recA(17)
GCF_017900975.1_ASM1790097v1	ecoli_achtman_4	998	adk(13)	fumC(52)	gyrB(156)	icd(14)	mdh(17)	purA(25)	recA(17)
GCF_017900995.1_ASM1790099v1	ecoli_achtman_4	998	adk(13)	fumC(52)	gyrB(156)	icd(14)	mdh(17)	purA(25)	recA(17)
GCF_017901015.1_ASM1790101v1	ecoli_achtman_4	998	adk(13)	fumC(52)	gyrB(156)	icd(14)	mdh(17)	purA(25)	recA(17)
GCF_017903455.1_ASM1790345v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018071945.1_ASM1807194v2	ecoli_achtman_4	11325	adk(52)	fumC(403)	gyrB(76)	icd(1383)	mdh(35)	purA(40)	recA(278)
GCF_018075285.1_ASM1807528v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_018075305.1_ASM1807530v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_018075345.1_ASM1807534v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018085225.1_ASM1808522v1	ecoli_achtman_4	6002	adk(6)	fumC(4)	gyrB(1)	icd(1)	mdh(69)	purA(8)	recA(422)
GCF_018128405.1_ASM1812840v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_018141125.1_ASM1814112v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_018141145.1_ASM1814114v1	ecoli_achtman_4	3107	adk(10)	fumC(11)	gyrB(5)	icd(8)	mdh(7)	purA(219)	recA(2)
GCF_018141225.1_ASM1814122v1	ecoli_achtman_4	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
GCF_018141245.1_ASM1814124v1	ecoli_achtman_4	7153	adk(6)	fumC(23)	gyrB(109)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018141265.1_ASM1814126v1	ecoli_achtman_4	2085	adk(20)	fumC(323)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
GCF_018199975.1_ASM1819997v1	ecoli_achtman_4	162	adk(9)	fumC(65)	gyrB(5)	icd(1)	mdh(9)	purA(13)	recA(6)
GCF_018223665.1_ASM1822366v1	ecoli_achtman_4	7616	adk(6)	fumC(19)	gyrB(4)	icd(18)	mdh(434)	purA(8)	recA(7)
GCF_018255835.1_ASM1825583v1	ecoli_achtman_4	761	adk(10)	fumC(11)	gyrB(5)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018279085.1_ASM1827908v1	ecoli_achtman_4	156	adk(6)	fumC(29)	gyrB(32)	icd(16)	mdh(11)	purA(8)	recA(44)
GCF_018279125.1_ASM1827912v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018279225.1_ASM1827922v1	ecoli_achtman_4	1403	adk(9)	fumC(23)	gyrB(33)	icd(85)	mdh(11)	purA(8)	recA(6)
GCF_018279585.1_ASM1827958v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018316615.1_ASM1831661v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_018343835.1_ASM1834383v1	ecoli_achtman_4	998	adk(13)	fumC(52)	gyrB(156)	icd(14)	mdh(17)	purA(25)	recA(17)
GCF_018361365.1_ASM1836136v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_018394415.1_ASM1839441v1	ecoli_achtman_4	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
GCF_018415975.1_ASM1841597v1	ecoli_achtman_4	448	adk(6)	fumC(6)	gyrB(5)	icd(16)	mdh(11)	purA(8)	recA(7)
GCF_018415995.1_ASM1841599v1	ecoli_achtman_4	602	adk(6)	fumC(19)	gyrB(33)	icd(26)	mdh(11)	purA(8)	recA(6)
GCF_018417715.1_ASM1841771v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018460065.1_ASM1846006v1	ecoli_achtman_4	-	adk(6)	fumC(95)	gyrB(33)	icd(18)	mdh(9)	purA(8)	recA(864)
GCF_018499805.2_ASM1849980v2	ecoli_achtman_4	227	adk(10)	fumC(11)	gyrB(4)	icd(1)	mdh(8)	purA(9)	recA(2)
GCF_018499845.2_ASM1849984v2	ecoli_achtman_4	227	adk(10)	fumC(11)	gyrB(4)	icd(1)	mdh(8)	purA(9)	recA(2)
GCF_018628815.1_ASM1862881v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018734065.1_ASM1873406v1	ecoli_achtman_4	127	adk(13)	fumC(14)	gyrB(19)	icd(36)	mdh(23)	purA(11)	recA(10)
GCF_018771465.1_ASM1877146v1	ecoli_achtman_4	2851	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(6)
GCF_018771545.1_ASM1877154v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_018771585.1_ASM1877158v1	ecoli_achtman_4	405	adk(35)	fumC(37)	gyrB(29)	icd(25)	mdh(4)	purA(5)	recA(73)
GCF_018798845.1_ASM1879884v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_018884065.1_ASM1888406v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_018884265.1_ASM1888426v1	ecoli_achtman_4	94	adk(41)	fumC(6)	gyrB(5)	icd(16)	mdh(11)	purA(8)	recA(7)
GCF_018884285.1_ASM1888428v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_018884305.1_ASM1888430v1	ecoli_achtman_4	223	adk(6)	fumC(4)	gyrB(4)	icd(18)	mdh(24)	purA(8)	recA(14)
GCF_018884325.1_ASM1888432v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018884345.1_ASM1888434v1	ecoli_achtman_4	173	adk(6)	fumC(6)	gyrB(15)	icd(16)	mdh(42)	purA(46)	recA(7)
GCF_018884365.1_ASM1888436v1	ecoli_achtman_4	2332	adk(274)	fumC(4)	gyrB(96)	icd(1)	mdh(24)	purA(8)	recA(6)
GCF_018884385.1_ASM1888438v1	ecoli_achtman_4	443	adk(6)	fumC(19)	gyrB(15)	icd(16)	mdh(9)	purA(8)	recA(7)
GCF_018884405.1_ASM1888440v1	ecoli_achtman_4	4	adk(6)	fumC(5)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018884425.1_ASM1888442v1	ecoli_achtman_4	278	adk(9)	fumC(23)	gyrB(64)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_018884445.1_ASM1888444v1	ecoli_achtman_4	2332	adk(274)	fumC(4)	gyrB(96)	icd(1)	mdh(24)	purA(8)	recA(6)
GCF_018884465.1_ASM1888446v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_018884485.1_ASM1888448v1	ecoli_achtman_4	4121	adk(10)	fumC(27)	gyrB(5)	icd(10)	mdh(96)	purA(8)	recA(2)
GCF_018884505.1_ASM1888450v1	ecoli_achtman_4	1312	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(78)	recA(2)
GCF_018884525.1_ASM1888452v1	ecoli_achtman_4	4	adk(6)	fumC(5)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018884545.1_ASM1888454v1	ecoli_achtman_4	423	adk(6)	fumC(4)	gyrB(33)	icd(1)	mdh(20)	purA(12)	recA(7)
GCF_018884565.1_ASM1888456v1	ecoli_achtman_4	2368	adk(275)	fumC(357)	gyrB(1)	icd(1)	mdh(8)	purA(8)	recA(6)
GCF_018884585.1_ASM1888458v1	ecoli_achtman_4	88	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(12)	recA(7)
GCF_018966785.1_ASM1896678v1	ecoli_achtman_4	2854	adk(10)	fumC(11)	gyrB(4)	icd(12)	mdh(8)	purA(1)	recA(2)
GCF_018966845.1_ASM1896684v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018968645.1_ASM1896864v1	ecoli_achtman_4	23	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(13)	recA(7)
GCF_018972045.1_ASM1897204v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018972205.1_ASM1897220v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_018972225.1_ASM1897222v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_018972245.1_ASM1897224v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_018972265.1_ASM1897226v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_018986795.1_ASM1898679v1	ecoli_achtman_4	5662	adk(203)	fumC(729)	gyrB(181)	icd(212)	mdh(166)	purA(1)	recA(73)
GCF_018986815.1_ASM1898681v1	ecoli_achtman_4	452	adk(76)	fumC(43)	gyrB(19)	icd(37)	mdh(30)	purA(1)	recA(25)
GCF_018986835.1_ASM1898683v1	ecoli_achtman_4	4496	adk(9)	fumC(65)	gyrB(22)	icd(1)	mdh(24)	purA(8)	recA(156)
GCF_018988345.1_ASM1898834v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_018988385.1_ASM1898838v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_019086825.1_ASM1908682v1	ecoli_achtman_4	354	adk(85)	fumC(88)	gyrB(78)	icd(29)	mdh(59)	purA(58)	recA(62)
GCF_019091005.1_ASM1909100v1	ecoli_achtman_4	6198	adk(6)	fumC(69)	gyrB(14)	icd(18)	mdh(9)	purA(8)	recA(7)
GCF_019192625.2_ASM1919262v2	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019211745.1_ASM1921174v1	ecoli_achtman_4	196	adk(6)	fumC(19)	gyrB(3)	icd(16)	mdh(9)	purA(8)	recA(6)
GCF_019334385.1_ASM1933438v1	ecoli_achtman_4	-	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(~6)
GCF_019334645.1_ASM1933464v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_019334665.1_ASM1933466v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_019355455.1_ASM1935545v1	ecoli_achtman_4	617	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_019355475.1_ASM1935547v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_019355495.1_ASM1935549v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_019357435.1_ASM1935743v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_019375055.2_ASM1937505v2	ecoli_achtman_4	746	adk(10)	fumC(7)	gyrB(4)	icd(8)	mdh(12)	purA(8)	recA(2)
GCF_019426265.1_ASM1942626v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_019428525.1_ASM1942852v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_019428545.1_ASM1942854v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_019428565.1_ASM1942856v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_019428585.1_ASM1942858v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_019428605.1_ASM1942860v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_019428625.1_ASM1942862v1	ecoli_achtman_4	6751	adk(621)	fumC(903)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019428645.1_ASM1942864v1	ecoli_achtman_4	351	adk(6)	fumC(95)	gyrB(4)	icd(88)	mdh(7)	purA(7)	recA(7)
GCF_019428665.1_ASM1942866v1	ecoli_achtman_4	6751	adk(621)	fumC(903)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019428705.1_ASM1942870v1	ecoli_achtman_4	189	adk(10)	fumC(27)	gyrB(5)	icd(10)	mdh(12)	purA(8)	recA(49)
GCF_019428725.1_ASM1942872v1	ecoli_achtman_4	2253	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(7)	recA(6)
GCF_019428745.1_ASM1942874v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_019428765.1_ASM1942876v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_019428785.1_ASM1942878v1	ecoli_achtman_4	155	adk(6)	fumC(4)	gyrB(14)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_019431145.1_ASM1943114v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019431165.1_ASM1943116v1	ecoli_achtman_4	38	adk(4)	fumC(26)	gyrB(2)	icd(25)	mdh(5)	purA(5)	recA(19)
GCF_019431185.1_ASM1943118v1	ecoli_achtman_4	1158	adk(18)	fumC(3)	gyrB(17)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_019431295.1_ASM1943129v1	ecoli_achtman_4	10858	adk(10)	fumC(1560)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019431315.1_ASM1943131v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
GCF_019431335.1_ASM1943133v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
GCF_019434375.1_ASM1943437v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_019443365.1_ASM1944336v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_019443605.1_ASM1944360v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_019443685.1_ASM1944368v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_019551815.1_ASM1955181v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019551835.1_ASM1955183v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019551855.1_ASM1955185v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019599065.1_ASM1959906v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_019614825.1_ASM1961482v1	ecoli_achtman_4	6198	adk(6)	fumC(69)	gyrB(14)	icd(18)	mdh(9)	purA(8)	recA(7)
GCF_019645795.1_ASM1964579v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019645975.1_ASM1964597v1	ecoli_achtman_4	73	adk(36)	fumC(24)	gyrB(9)	icd(13)	mdh(17)	purA(11)	recA(25)
GCF_019645995.1_ASM1964599v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_019646015.1_ASM1964601v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_019710415.1_ASM1971041v1	ecoli_achtman_4	88	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(12)	recA(7)
GCF_019720795.1_ASM1972079v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_019754155.1_ASM1975415v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_019802685.1_ASM1980268v1	ecoli_achtman_4	457	adk(101)	fumC(88)	gyrB(97)	icd(108)	mdh(26)	purA(79)	recA(2)
GCF_019843995.1_ASM1984399v1	ecoli_achtman_4	2083	adk(6)	fumC(322)	gyrB(5)	icd(16)	mdh(11)	purA(8)	recA(7)
GCF_019844015.1_ASM1984401v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_019844035.1_ASM1984403v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_019890835.1_ASM1989083v1	ecoli_achtman_4	13665	adk(79)	fumC(302)	gyrB(61)	icd(259)	mdh(589)	purA(129)	recA(4)
GCF_019890855.1_ASM1989085v1	ecoli_achtman_4	13666	adk(261)	fumC(302)	gyrB(28)	icd(259)	mdh(1310)	purA(16)	recA(4)
GCF_019891035.1_ASM1989103v1	ecoli_achtman_4	2008	adk(6)	fumC(6)	gyrB(5)	icd(136)	mdh(11)	purA(8)	recA(6)
GCF_019915505.1_ASM1991550v1	ecoli_achtman_4	-	adk(~14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_019915525.1_ASM1991552v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_019915545.1_ASM1991554v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_019969485.1_ASM1996948v1	ecoli_achtman_4	399	adk(6)	fumC(4)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(20)
GCF_019969505.1_ASM1996950v1	ecoli_achtman_4	399	adk(6)	fumC(4)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(20)
GCF_019969525.1_ASM1996952v1	ecoli_achtman_4	399	adk(6)	fumC(4)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(20)
GCF_019969545.1_ASM1996954v1	ecoli_achtman_4	399	adk(6)	fumC(4)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(20)
GCF_019969565.1_ASM1996956v1	ecoli_achtman_4	399	adk(6)	fumC(4)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(20)
GCF_019969585.1_ASM1996958v1	ecoli_achtman_4	399	adk(6)	fumC(4)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(20)
GCF_019969605.1_ASM1996960v1	ecoli_achtman_4	3202	adk(6)	fumC(11)	gyrB(5)	icd(348)	mdh(278)	purA(8)	recA(2)
GCF_019969625.1_ASM1996962v1	ecoli_achtman_4	1072	adk(64)	fumC(4)	gyrB(5)	icd(83)	mdh(8)	purA(8)	recA(6)
GCF_019969645.1_ASM1996964v1	ecoli_achtman_4	3202	adk(6)	fumC(11)	gyrB(5)	icd(348)	mdh(278)	purA(8)	recA(2)
GCF_019970895.1_ASM1997089v1	ecoli_achtman_4	3202	adk(6)	fumC(11)	gyrB(5)	icd(348)	mdh(278)	purA(8)	recA(2)
GCF_019970955.1_ASM1997095v1	ecoli_achtman_4	3202	adk(6)	fumC(11)	gyrB(5)	icd(348)	mdh(278)	purA(8)	recA(2)
GCF_019970975.1_ASM1997097v1	ecoli_achtman_4	3202	adk(6)	fumC(11)	gyrB(5)	icd(348)	mdh(278)	purA(8)	recA(2)
GCF_019970995.1_ASM1997099v1	ecoli_achtman_4	1415	adk(204)	fumC(11)	gyrB(4)	icd(1)	mdh(8)	purA(8)	recA(2)
GCF_019971015.1_ASM1997101v1	ecoli_achtman_4	635	adk(6)	fumC(107)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(7)
GCF_019971035.1_ASM1997103v1	ecoli_achtman_4	635	adk(6)	fumC(107)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(7)
GCF_019971055.1_ASM1997105v1	ecoli_achtman_4	635	adk(6)	fumC(107)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(7)
GCF_019971075.1_ASM1997107v1	ecoli_achtman_4	635	adk(6)	fumC(107)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(7)
GCF_019971115.1_ASM1997111v1	ecoli_achtman_4	635	adk(6)	fumC(107)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(7)
GCF_019973795.1_ASM1997379v1	ecoli_achtman_4	648	adk(92)	fumC(4)	gyrB(87)	icd(96)	mdh(70)	purA(58)	recA(2)
GCF_019976835.1_ASM1997683v1	ecoli_achtman_4	224	adk(6)	fumC(4)	gyrB(33)	icd(16)	mdh(11)	purA(8)	recA(6)
GCF_019976915.1_ASM1997691v1	ecoli_achtman_4	224	adk(6)	fumC(4)	gyrB(33)	icd(16)	mdh(11)	purA(8)	recA(6)
GCF_020023255.1_ASM2002325v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_020034575.1_ASM2003457v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_020034595.1_ASM2003459v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_020034635.1_ASM2003463v1	ecoli_achtman_4	642	adk(9)	fumC(23)	gyrB(33)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_020042705.1_ASM2004270v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_020091645.1_ASM2009164v1	ecoli_achtman_4	1140	adk(83)	fumC(23)	gyrB(164)	icd(181)	mdh(80)	purA(1)	recA(42)
GCF_020149465.1_ASM2014946v1	ecoli_achtman_4	361	adk(10)	fumC(99)	gyrB(5)	icd(91)	mdh(8)	purA(7)	recA(2)
GCF_020149605.1_ASM2014960v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_020149625.1_ASM2014962v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_020149645.1_ASM2014964v1	ecoli_achtman_4	90	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(8)	recA(7)
